cokey,mrulekey,mrulename,seqnum,rulekey,rulename,ruledepth,interpll,interpllc,interplr,interplrc,interphr,interphrc,interphh,interphhc,nullpropdatabool,defpropdatabool,incpropdatabool,cointerpkey
17483911,62835,SOH -  Suitability for Aerobic Soil Organisms,0,62835,SOH -  Suitability for Aerobic Soil Organisms,0,0.595,Somewhat favorable,0.877,Somewhat favorable,0.877,Somewhat favorable,0.877,Somewhat favorable,0,0,0,1553622101
17483911,62835,SOH -  Suitability for Aerobic Soil Organisms,1,62837,SOH - Organism Habitat - Mean Annual Air Temperature,1,0.877,Mean Annual Air Temperature,0.877,Mean Annual Air Temperature,0.877,Mean Annual Air Temperature,0.877,Mean Annual Air Temperature,0,0,0,1553622102
17483911,62835,SOH -  Suitability for Aerobic Soil Organisms,2,63588,SOH - Organisms Clay Content WTD_AVG to 30 cm,1,0.789,Clay content somewhat favorable,0.899,Clay content somewhat favorable,0.899,Clay content somewhat favorable,0.969,Clay content somewhat favorable,0,0,0,1553622103
17483911,62835,SOH -  Suitability for Aerobic Soil Organisms,3,62838,SOH - Organism Habitat - Electrical Conductivity,1,0.954,Electrical conductivity,0.954,Electrical conductivity,0.954,Electrical conductivity,0.954,Electrical conductivity,0,0,0,1553622104
17483911,62835,SOH -  Suitability for Aerobic Soil Organisms,4,53386,B. pseudomallei Habitat pH,1,0.595,pH somewhat favorable,0.954,pH somewhat favorable,0.954,pH somewhat favorable,1,pH favorable,0,0,0,1553622105
17483911,62848,SOH - Agricultural Organic Soil Subsidence,0,62848,SOH - Agricultural Organic Soil Subsidence,0,0,Mineral soil,0,Mineral soil,0,Mineral soil,0,Mineral soil,0,1,0,1553622106
17483911,62848,SOH - Agricultural Organic Soil Subsidence,1,62850,SOH - Flooding and Ponding,1,1,Flooding and ponding,1,Flooding and ponding,1,Flooding and ponding,1,Flooding and ponding,0,1,0,1553622107
17483911,62848,SOH - Agricultural Organic Soil Subsidence,2,62851,SOH - Salinity,1,1,Not saline,1,Not saline,1,Not saline,1,Not saline,0,0,0,1553622108
17483911,62848,SOH - Agricultural Organic Soil Subsidence,3,63589,SAS - Drainage Class Not Subaqueous (suit),1,1,Subaerial,1,Subaerial,1,Subaerial,1,Subaerial,0,0,0,1553622109
17483911,62848,SOH - Agricultural Organic Soil Subsidence,4,63580,SOH - Subsidence pH,1,0.825,pH,1,pH,1,pH,1,pH,0,0,0,1553622110
17483911,62848,SOH - Agricultural Organic Soil Subsidence,5,62849,"SOH - Organic Soil Subsidence, Frost-free Days",1,0.5,Frost-free days,0.5,Frost-free days,0.5,Frost-free days,0.5,Frost-free days,0,0,0,1553622111
17483911,62833,SOH - Concentration of Salts- Soil Surface,0,62833,SOH - Concentration of Salts- Soil Surface,0,NA,Not rated,NA,Not rated,NA,Not rated,NA,Not rated,0,1,0,1553622112
17483911,62833,SOH - Concentration of Salts- Soil Surface,1,62855,SOH - Non-leaching Climate,1,NA,Not rated,NA,Not rated,NA,Not rated,NA,Not rated,0,0,0,1553622113
17483911,62833,SOH - Concentration of Salts- Soil Surface,2,62853,"SOH - Depth to Growing Season Water Table, Salts",1,1,Depth to Saturation,1,Depth to Saturation,1,Depth to Saturation,1,Depth to Saturation,0,0,0,1553622114
17483911,62833,SOH - Concentration of Salts- Soil Surface,3,63579,"SOH - Water Table at Surface, Months, Salts",1,1,"Water table at the surface, months",1,"Water table at the surface, months",1,"Water table at the surface, months",1,"Water table at the surface, months",0,0,0,1553622115
17483911,62833,SOH - Concentration of Salts- Soil Surface,4,62850,SOH - Flooding and Ponding,1,1,Flooding and ponding,1,Flooding and ponding,1,Flooding and ponding,1,Flooding and ponding,0,1,0,1553622116
17483911,62833,SOH - Concentration of Salts- Soil Surface,5,62854,"SOH - Water Table Persistence, Salts",1,0.75,Persistent water table,0.75,Persistent water table,0.75,Persistent water table,0.75,Persistent water table,0,0,0,1553622117
17483911,62834,SOH - Organic Matter Depletion,0,62834,SOH - Organic Matter Depletion,0,NA,Not rated,NA,Not rated,NA,Not rated,NA,Not rated,0,0,0,1553622118
17483911,62834,SOH - Organic Matter Depletion,1,63587,SOH - Moisture Deficit,1,NA,Not rated; Clay percent,NA,Not rated; Clay percent,NA,Not rated; Clay percent,NA,Not rated; Clay percent,0,0,0,1553622119
17483911,62834,SOH - Organic Matter Depletion,2,63585,"Water Gathering Surface, Organic Depletion",1,1,Not water gathering surface,1,Not water gathering surface,1,Not water gathering surface,1,Not water gathering surface,0,0,0,1553622120
17483911,62834,SOH - Organic Matter Depletion,3,63582,SOH - Mean Annual Air Temperature (Oxidation Rate Proxy),1,0.471,Moderate oxidation rate,0.471,Moderate oxidation rate,0.471,Moderate oxidation rate,0.471,Moderate oxidation rate,0,0,0,1553622121
17483911,62834,SOH - Organic Matter Depletion,4,63586,SOH - Clay Content WTD_AVG to 30 cm Organic,1,0.08,Medium amount of clay surface area,0.259,Medium amount of clay surface area,0.259,Medium amount of clay surface area,0.539,Medium amount of clay surface area,0,0,0,1553622122
17483911,62834,SOH - Organic Matter Depletion,5,63583,SOH - Oxygen Exclusion During the Growing Season,1,0.15,Moderately aerated,0.15,Moderately aerated,0.15,Moderately aerated,0.15,Moderately aerated,0,0,0,1553622123
17483911,54647,SOH - Soil Surface Sealing,0,54647,SOH - Soil Surface Sealing,0,0,Low,0,Low,0,Low,0,Low,0,0,0,1553622124
17483911,57990,SOH - Soil Susceptibility to Compaction,0,57990,SOH - Soil Susceptibility to Compaction,0,0.333,Medium,0.333,Medium,0.333,Medium,0.333,Medium,0,0,0,1553622125
17483911,57990,SOH - Soil Susceptibility to Compaction,1,61418,Compaction potential - texture and clay,1,1,"Soil texture, 0-12 inches",1,"Soil texture, 0-12 inches",1,"Soil texture, 0-12 inches",1,"Soil texture, 0-12 inches",0,0,0,1553622126
17483911,57990,SOH - Soil Susceptibility to Compaction,2,61419,Compaction potential - rock fragment volume,1,1,"Rock fragments, 0-12 inches",1,"Rock fragments, 0-12 inches",1,"Rock fragments, 0-12 inches",1,"Rock fragments, 0-12 inches",0,0,0,1553622127
17483911,57990,SOH - Soil Susceptibility to Compaction,3,61420,"Compaction potential - structure rating, 0-30cm",1,1,"Soil structure grade, 0-12 inches",1,"Soil structure grade, 0-12 inches",1,"Soil structure grade, 0-12 inches",1,"Soil structure grade, 0-12 inches",0,0,0,1553622128
17483911,57990,SOH - Soil Susceptibility to Compaction,4,57989,Compaction Risk - Bulk Density Difference,1,1,Bulk density-compactibility to 30cm,1,Bulk density-compactibility to 30cm,1,Bulk density-compactibility to 30cm,1,Bulk density-compactibility to 30cm,0,0,0,1553622129
17483911,57990,SOH - Soil Susceptibility to Compaction,5,63589,SAS - Drainage Class Not Subaqueous (suit),1,1,Subaerial,1,Subaerial,1,Subaerial,1,Subaerial,0,0,0,1553622130
17483911,1404,URB/REC - Camp Areas,0,1404,URB/REC - Camp Areas,0,1,Very limited,1,Very limited,1,Very limited,1,Very limited,0,0,0,1553622131
17483911,1404,URB/REC - Camp Areas,1,343,"Wet, Ground Water Near the Surface (45 -75cm)",1,1,Depth to saturated zone,1,Depth to saturated zone,1,Depth to saturated zone,1,Depth to saturated zone,0,0,0,1553622132
17483911,1404,URB/REC - Camp Areas,2,201,Ponded > 4 hours,1,1,Ponding,1,Ponding,1,Ponding,1,Ponding,0,0,0,1553622133
17483911,1404,URB/REC - Camp Areas,3,23660,Dust PM10 and PM2.5 Generation,1,0.087,Dusty,0.087,Dusty,0.087,Dusty,0.087,Dusty,0,0,0,1553622134
17483911,10018,URB/REC - Off-Road Motorcycle Trails,0,10018,URB/REC - Off-Road Motorcycle Trails,0,1,Very limited,1,Very limited,1,Very limited,1,Very limited,0,0,0,1553622135
17483911,10018,URB/REC - Off-Road Motorcycle Trails,1,414,"Wet, Ground Water Near the Surface (30 - 60cm)",1,1,Depth to saturated zone,1,Depth to saturated zone,1,Depth to saturated zone,1,Depth to saturated zone,0,0,0,1553622136
17483911,10018,URB/REC - Off-Road Motorcycle Trails,2,201,Ponded > 4 hours,1,1,Ponding,1,Ponding,1,Ponding,1,Ponding,0,0,0,1553622137
17483911,10018,URB/REC - Off-Road Motorcycle Trails,3,23660,Dust PM10 and PM2.5 Generation,1,0.087,Dusty,0.087,Dusty,0.087,Dusty,0.087,Dusty,0,0,0,1553622138
17483911,1406,URB/REC - Paths and Trails,0,1406,URB/REC - Paths and Trails,0,1,Very limited,1,Very limited,1,Very limited,1,Very limited,0,0,0,1553622139
17483911,1406,URB/REC - Paths and Trails,1,414,"Wet, Ground Water Near the Surface (30 - 60cm)",1,1,Depth to saturated zone,1,Depth to saturated zone,1,Depth to saturated zone,1,Depth to saturated zone,0,0,0,1553622140
17483911,1406,URB/REC - Paths and Trails,2,201,Ponded > 4 hours,1,1,Ponding,1,Ponding,1,Ponding,1,Ponding,0,0,0,1553622141
17483911,1406,URB/REC - Paths and Trails,3,23660,Dust PM10 and PM2.5 Generation,1,0.087,Dusty,0.087,Dusty,0.087,Dusty,0.087,Dusty,0,0,0,1553622142
17483911,1405,URB/REC - Picnic Areas,0,1405,URB/REC - Picnic Areas,0,1,Very limited,1,Very limited,1,Very limited,1,Very limited,0,0,0,1553622143
17483911,1405,URB/REC - Picnic Areas,1,201,Ponded > 4 hours,1,1,Ponding,1,Ponding,1,Ponding,1,Ponding,0,0,0,1553622144
17483911,1405,URB/REC - Picnic Areas,2,401,"Wet, Ground Water Near the Surface (30 - 75cm)",1,1,Depth to saturated zone,1,Depth to saturated zone,1,Depth to saturated zone,1,Depth to saturated zone,0,0,0,1553622145
17483911,1405,URB/REC - Picnic Areas,3,23660,Dust PM10 and PM2.5 Generation,1,0.087,Dusty,0.087,Dusty,0.087,Dusty,0.087,Dusty,0,0,0,1553622146
17483911,1411,URB/REC - Playgrounds,0,1411,URB/REC - Playgrounds,0,1,Very limited,1,Very limited,1,Very limited,1,Very limited,0,0,0,1553622147
17483911,1411,URB/REC - Playgrounds,1,343,"Wet, Ground Water Near the Surface (45 -75cm)",1,1,Depth to saturated zone,1,Depth to saturated zone,1,Depth to saturated zone,1,Depth to saturated zone,0,0,0,1553622148
17483911,1411,URB/REC - Playgrounds,2,201,Ponded > 4 hours,1,1,Ponding,1,Ponding,1,Ponding,1,Ponding,0,0,0,1553622149
17483911,1411,URB/REC - Playgrounds,3,23660,Dust PM10 and PM2.5 Generation,1,0.087,Dusty,0.087,Dusty,0.087,Dusty,0.087,Dusty,0,0,0,1553622150
17483911,10954,"WMS - Embankments, Dikes, and Levees",0,10954,"WMS - Embankments, Dikes, and Levees",0,1,Very limited,1,Very limited,1,Very limited,1,Very limited,0,0,0,1553622151
17483911,10954,"WMS - Embankments, Dikes, and Levees",1,201,Ponded > 4 hours,1,1,Ponding,1,Ponding,1,Ponding,1,Ponding,0,0,0,1553622152
17483911,10954,"WMS - Embankments, Dikes, and Levees",2,200,"Wet, Ground Water Near the Surface (60 - 120cm)",1,1,Depth to saturated zone,1,Depth to saturated zone,1,Depth to saturated zone,1,Depth to saturated zone,0,0,0,1553622153
17483911,10954,"WMS - Embankments, Dikes, and Levees",3,23660,Dust PM10 and PM2.5 Generation,1,0.087,Dusty,0.087,Dusty,0.087,Dusty,0.087,Dusty,0,0,0,1553622154
17483911,10887,WMS - Excavated Ponds (Aquifer-fed),0,10887,WMS - Excavated Ponds (Aquifer-fed),0,1,Very limited,1,Very limited,1,Very limited,1,Very limited,0,0,0,1553622155
17483911,10887,WMS - Excavated Ponds (Aquifer-fed),1,10988,Cutbank Caving and Apparent Water Table,1,1,Unstable excavation walls,1,Unstable excavation walls,1,Unstable excavation walls,1,Unstable excavation walls,0,0,0,1553622156
17483911,23580,"WMS - Irrigation, General",0,23580,"WMS - Irrigation, General",0,0.706,Somewhat limited,0.706,Somewhat limited,1,Very limited,1,Very limited,0,0,0,1553622157
17483911,23580,"WMS - Irrigation, General",1,23603,WMS - Ponding Duration in Growing Season,1,0,No ponding limitations,0,No ponding limitations,1,Ponding,1,Ponding,0,0,0,1553622158
17483911,23580,"WMS - Irrigation, General",2,23613,Ksat Minimum; 0.14 to 1.4um/sec; 0 to 50cm,1,0.706,Rapid water movement,0.706,Rapid water movement,0.706,Rapid water movement,0.706,Rapid water movement,0,0,0,1553622159
17483911,23580,"WMS - Irrigation, General",3,23614,"WMS - Seepage, Ksat Max; 14 to 44um/sec, 0-150cm (PAN)",1,0,No seepage limitation,0.189,Seepage,0.189,Seepage,0.994,Seepage,0,0,0,1553622160
17483911,23576,"WMS - Irrigation, Micro (above ground)",0,23576,"WMS - Irrigation, Micro (above ground)",0,0,Not limited,0,Not limited,1,Very limited,1,Very limited,0,0,0,1553622161
17483911,23576,"WMS - Irrigation, Micro (above ground)",1,23603,WMS - Ponding Duration in Growing Season,1,0,No ponding limitations,0,No ponding limitations,1,Ponding,1,Ponding,0,0,0,1553622162
17483911,49927,"WMS - Irrigation, Micro (subsurface drip)",0,49927,"WMS - Irrigation, Micro (subsurface drip)",0,0,Not limited,0.5,Somewhat limited,1,Very limited,1,Very limited,0,0,0,1553622163
17483911,49927,"WMS - Irrigation, Micro (subsurface drip)",1,23603,WMS - Ponding Duration in Growing Season,1,0,No ponding limitations,0,No ponding limitations,1,Ponding,1,Ponding,0,0,0,1553622164
17483911,49927,"WMS - Irrigation, Micro (subsurface drip)",2,57995,WMS - LEP thickest layer to 100cm or above restriction,1,0,No shrink-swell (LEP <3),0.5,Shrink-swell (LEP 3-6),0.5,Shrink-swell (LEP 3-6),0.997,Shrink-swell (LEP 3-6),0,0,0,1553622165
17483911,23578,"WMS - Irrigation, Sprinkler (close spaced outlet drops)",0,23578,"WMS - Irrigation, Sprinkler (close spaced outlet drops)",0,0,Not limited,0,Not limited,1,Very limited,1,Very limited,0,0,0,1553622166
17483911,23578,"WMS - Irrigation, Sprinkler (close spaced outlet drops)",1,23603,WMS - Ponding Duration in Growing Season,1,0,No ponding limitations,0,No ponding limitations,1,Ponding,1,Ponding,0,0,0,1553622167
17483911,23579,"WMS - Irrigation, Sprinkler (general)",0,23579,"WMS - Irrigation, Sprinkler (general)",0,0,Not limited,0,Not limited,1,Very limited,1,Very limited,0,0,0,1553622168
17483911,23579,"WMS - Irrigation, Sprinkler (general)",1,23603,WMS - Ponding Duration in Growing Season,1,0,No ponding limitations,0,No ponding limitations,1,Ponding,1,Ponding,0,0,0,1553622169
17483911,23575,"WMS - Irrigation, Surface (graded)",0,23575,"WMS - Irrigation, Surface (graded)",0,0.706,Somewhat limited,0.706,Somewhat limited,1,Very limited,1,Very limited,0,0,0,1553622170
17483911,23575,"WMS - Irrigation, Surface (graded)",1,23603,WMS - Ponding Duration in Growing Season,1,0,No ponding limitations,0,No ponding limitations,1,Ponding,1,Ponding,0,0,0,1553622171
17483911,23575,"WMS - Irrigation, Surface (graded)",2,23613,Ksat Minimum; 0.14 to 1.4um/sec; 0 to 50cm,1,0.706,Rapid water movement,0.706,Rapid water movement,0.706,Rapid water movement,0.706,Rapid water movement,0,0,0,1553622172
17483911,23575,"WMS - Irrigation, Surface (graded)",3,23614,"WMS - Seepage, Ksat Max; 14 to 44um/sec, 0-150cm (PAN)",1,0,No seepage limitation,0.189,Seepage,0.189,Seepage,0.994,Seepage,0,0,0,1553622173
17483911,23574,"WMS - Irrigation, Surface (level)",0,23574,"WMS - Irrigation, Surface (level)",0,0.706,Somewhat limited,0.706,Somewhat limited,1,Very limited,1,Very limited,0,0,0,1553622174
17483911,23574,"WMS - Irrigation, Surface (level)",1,23603,WMS - Ponding Duration in Growing Season,1,0,No ponding limitations,0,No ponding limitations,1,Ponding,1,Ponding,0,0,0,1553622175
17483911,23574,"WMS - Irrigation, Surface (level)",2,23613,Ksat Minimum; 0.14 to 1.4um/sec; 0 to 50cm,1,0.706,Rapid water movement,0.706,Rapid water movement,0.706,Rapid water movement,0.706,Rapid water movement,0,0,0,1553622176
17483911,23574,"WMS - Irrigation, Surface (level)",3,23614,"WMS - Seepage, Ksat Max; 14 to 44um/sec, 0-150cm (PAN)",1,0,No seepage limitation,0.189,Seepage,0.189,Seepage,0.994,Seepage,0,0,0,1553622177
17483911,978,WMS - Pond Reservoir Area,0,978,WMS - Pond Reservoir Area,0,0.123,Somewhat limited,1,Very limited,1,Very limited,1,Very limited,0,0,0,1553622178
17483911,978,WMS - Pond Reservoir Area,1,986,"Seepage 50 - 180cm (20-72"")",1,0.123,Seepage,1,Seepage,1,Seepage,1,Seepage,0,0,0,1553622179
17483911,37173,"WMS - Subsurface Water Management, Outflow Quality",0,37173,"WMS - Subsurface Water Management, Outflow Quality",0,1,Very limited,1,Very limited,1,Very limited,1,Very limited,0,0,0,1553622180
17483911,37173,"WMS - Subsurface Water Management, Outflow Quality",1,37174,WMS - Pesticide and Nutrient Movement,1,1,Pesticide and nutrient movement,1,Pesticide and nutrient movement,1,Pesticide and nutrient movement,1,Pesticide and nutrient movement,0,0,0,1553622181
17483911,37167,"WMS - Subsurface Water Management, System Installation",0,37167,"WMS - Subsurface Water Management, System Installation",0,0.01,Somewhat limited,0.01,Somewhat limited,0.01,Somewhat limited,0.01,Somewhat limited,0,0,0,1553622182
17483911,37167,"WMS - Subsurface Water Management, System Installation",1,19329,Unstable Excavation Walls,1,0.01,Unstable excavation walls,0.01,Unstable excavation walls,0.01,Unstable excavation walls,0.01,Unstable excavation walls,0,0,0,1553622183
17483911,37161,"WMS - Subsurface Water Management, System Performance",0,37161,"WMS - Subsurface Water Management, System Performance",0,0,Not limited,0,Not limited,0,Not limited,0,Not limited,0,0,0,1553622184
17483911,37179,"WMS - Surface Water Management, System",0,37179,"WMS - Surface Water Management, System",0,0.5,Somewhat limited,0.5,Somewhat limited,0.5,Somewhat limited,0.5,Somewhat limited,0,0,0,1553622185
17483911,37179,"WMS - Surface Water Management, System",1,37184,Ponding > Occasional Frequency,1,0.5,Ponding,0.5,Ponding,0.5,Ponding,0.5,Ponding,0,0,0,1553622186
17483911,34008,AGR - Pesticide Loss Potential-Leaching,0,34008,AGR - Pesticide Loss Potential-Leaching,0,1,Very limited,1,Very limited,1,Very limited,1,Very limited,0,0,0,1553622187
17483911,34008,AGR - Pesticide Loss Potential-Leaching,1,34019,Depth to High Water Table (Leaching),1,1,Wetness,1,Wetness,1,Wetness,1,Wetness,0,0,0,1553622188
17483911,34027,AGR - Pesticide Loss Potential-Soil Surface Runoff,0,34027,AGR - Pesticide Loss Potential-Soil Surface Runoff,0,1,Very limited,1,Very limited,1,Very limited,1,Very limited,0,0,0,1553622189
17483911,34027,AGR - Pesticide Loss Potential-Soil Surface Runoff,1,34148,Ponding (Soil Surface Runoff),1,1,Drained artificial,1,Drained artificial,1,Drained artificial,1,Drained artificial,0,0,0,1553622190
17483911,41889,American Wine Grape Varieties Site Desirability (Long),0,41889,American Wine Grape Varieties Site Desirability (Long),0,0,Very low,0,Very low,0,Very low,0,Very low,0,0,0,1553622191
17483911,41889,American Wine Grape Varieties Site Desirability (Long),1,41865,Vinifera Excess Water,1,0,"Flooding, ponding, or water table",0,"Flooding, ponding, or water table",0,"Flooding, ponding, or water table",0,"Flooding, ponding, or water table",0,0,0,1553622192
17483911,41889,American Wine Grape Varieties Site Desirability (Long),2,41888,American Optimum Average pH to 150cm,1,0.534,Soil reaction,0.65,Soil reaction,0.65,Soil reaction,0.737,Soil reaction,0,0,0,1553622193
17483911,41889,American Wine Grape Varieties Site Desirability (Long),3,41896,American and Hybrid Accessory Features,1,0.58,Site and soil features,0.743,Site and soil features,0.743,Site and soil features,0.84,Site and soil features,0,0,0,1553622194
17483911,41889,American Wine Grape Varieties Site Desirability (Long),4,41861,"Vinifera Slope 0 to 40 Percent, Suitability",1,0.8,Slope,0.82,Slope,0.82,Slope,0.88,Slope,0,0,0,1553622195
17483911,41889,American Wine Grape Varieties Site Desirability (Long),5,41884,"Hybrid Frost-Free Days 170-180, 2500-3500 GDD",1,0.974,Growing season length,0.974,Growing season length,0.974,Growing season length,0.974,Growing season length,0,0,0,1553622196
17483911,41890,American Wine Grape Varieties Site Desirability (Medium),0,41890,American Wine Grape Varieties Site Desirability (Medium),0,0,Very low,0,Very low,0,Very low,0,Very low,0,0,0,1553622197
17483911,41890,American Wine Grape Varieties Site Desirability (Medium),1,41865,Vinifera Excess Water,1,0,"Flooding, ponding, or water table",0,"Flooding, ponding, or water table",0,"Flooding, ponding, or water table",0,"Flooding, ponding, or water table",0,0,0,1553622198
17483911,41890,American Wine Grape Varieties Site Desirability (Medium),2,41888,American Optimum Average pH to 150cm,1,0.534,Soil reaction,0.65,Soil reaction,0.65,Soil reaction,0.737,Soil reaction,0,0,0,1553622199
